time,avg-visual-ltm-depth
0,0
4,1
31093,1.0285714285714285
31525,1.0571428571428572
31622,1.0555555555555556
34462,1.054054054054054
36102,1.0526315789473684
36813,1.0769230769230769
36916,1.1025641025641026
37758,1.125
37977,1.15
38103,1.175
39286,1.1951219512195121
39692,1.2195121951219512
40404,1.2380952380952381
42375,1.2325581395348837
43092,1.255813953488372
45461,1.2727272727272727
47185,1.288888888888889
47753,1.3111111111111111
48722,1.326086956521739
48931,1.3478260869565217
48936,1.3617021276595744
49015,1.375
49302,1.3877551020408163
49763,1.4
49892,1.42
50371,1.4313725490196079
52330,1.4423076923076923
52468,1.4528301886792452
52649,1.4444444444444444
55192,1.462962962962963
55601,1.4727272727272727
55707,1.490909090909091
55881,1.509090909090909
56279,1.5178571428571428
56350,1.5263157894736843
56695,1.5344827586206897
56773,1.5423728813559323
56788,1.55
57790,1.5573770491803278
57810,1.5483870967741935
61661,1.564516129032258
63067,1.5714285714285714
64411,1.578125
64467,1.5846153846153845
64657,1.5909090909090908
64756,1.5970149253731343
64874,1.588235294117647
65702,1.5942028985507246
65770,1.6
65775,1.6056338028169015
65806,1.6111111111111112
65811,1.6164383561643836
65922,1.6216216216216217
65927,1.6266666666666667
66018,1.64
66782,1.644736842105263
66870,1.6493506493506493
67064,1.6538461538461537
67407,1.6582278481012658
68730,1.6708860759493671
68899,1.6835443037974684
68913,1.6962025316455696
69155,1.7088607594936709
69637,1.7215189873417722
70695,1.7341772151898733
71445,1.7375
73285,1.7407407407407407
73360,1.7439024390243902
74250,1.7469879518072289
74557,1.7380952380952381
74591,1.7411764705882353
75117,1.7325581395348837
76696,1.735632183908046
76807,1.7386363636363635
76812,1.7415730337078652
76983,1.7444444444444445
77072,1.7555555555555555
77188,1.7582417582417582
77536,1.75
77752,1.7608695652173914
77757,1.7717391304347827
77945,1.7741935483870968
78241,1.7765957446808511
78246,1.7789473684210526
78339,1.78125
78414,1.7731958762886597
78576,1.7755102040816326
78591,1.7777777777777777
78956,1.78
79038,1.79
79052,1.7920792079207921
79057,1.7941176470588236
79133,1.796116504854369
79995,1.7980769230769231
80053,1.8
80402,1.8018867924528301
80604,1.8037383177570094
80975,1.8130841121495327
81053,1.8224299065420562
81381,1.8240740740740742
82148,1.8256880733944953
83299,1.8272727272727274
83967,1.8288288288288288
84879,1.8303571428571428
84884,1.831858407079646
84985,1.8407079646017699
86408,1.8495575221238938
86533,1.8508771929824561
86538,1.8521739130434782
86851,1.853448275862069
86981,1.8547008547008548
87210,1.8559322033898304
87387,1.8571428571428572
87401,1.8583333333333334
87423,1.8677685950413223
87516,1.8770491803278688
87586,1.8780487804878048
88117,1.886178861788618
88733,1.8870967741935485
89095,1.888
89111,1.880952380952381
90423,1.8818897637795275
90970,1.889763779527559
92299,1.8976377952755905
92313,1.905511811023622
92479,1.90625
92879,1.9069767441860466
93084,1.9147286821705427
95157,1.9153846153846155
96328,1.916030534351145
96840,1.9236641221374047
97094,1.9242424242424243
97524,1.9248120300751879
97774,1.9179104477611941
97792,1.9185185185185185
98623,1.9191176470588236
98766,1.9264705882352942
98786,1.9338235294117647
100413,1.9343065693430657
104319,1.9416058394160585
105150,1.9420289855072463
105193,1.9424460431654675
106738,1.95
107059,1.950354609929078
107087,1.9507042253521127
108345,1.9577464788732395
108704,1.9647887323943662
108907,1.971830985915493
109098,1.972027972027972
109334,1.9791666666666667
110780,1.9793103448275862
111615,1.986206896551724
111694,1.9863013698630136
112919,1.9863945578231292
113260,1.9864864864864864
114121,1.9932432432432432
114188,2
114707,2.006622516556291
115940,2.0065789473684212
117407,2.0130718954248366
117412,2.012987012987013
117880,2.0129032258064514
117885,2.0128205128205128
119479,2.0191082802547773
119484,2.018987341772152
119743,2.0251572327044025
120513,2.0314465408805034
121133,2.03125
121156,2.0375
121334,2.0372670807453415
121410,2.037037037037037
121424,2.04320987654321
125382,2.049382716049383
125834,2.0552147239263805
125984,2.061349693251534
125998,2.0609756097560976
126003,2.0606060606060606
126023,2.0602409638554215
126120,2.065868263473054
126186,2.07185628742515
126685,2.0714285714285716
130144,2.076923076923077
130150,2.0823529411764707
130248,2.08187134502924
130420,2.0872093023255816
130426,2.092485549132948
131281,2.098265895953757
131578,2.1040462427745665
131677,2.103448275862069
131975,2.1028571428571428
132776,2.1085714285714285
133204,2.1142857142857143
134038,2.1136363636363638
134362,2.1129943502824857
134554,2.1179775280898876
134559,2.11731843575419
135196,2.1166666666666667
135210,2.116022099447514
135272,2.120879120879121
135559,2.1263736263736264
136074,2.131868131868132
136287,2.1366120218579234
136399,2.141304347826087
136605,2.1467391304347827
136980,2.152173913043478
137101,2.151351351351351
137419,2.156756756756757
137425,2.1621621621621623
140027,2.161290322580645
140895,2.160427807486631
142022,2.165775401069519
142533,2.1702127659574466
147774,2.175531914893617
147950,2.1808510638297873
148086,2.17989417989418
148417,2.1789473684210527
148630,2.1842105263157894
149066,2.18848167539267
149119,2.1927083333333335
149125,2.1917098445595853
149269,2.195876288659794
151606,2.2010309278350517
152199,2.2051282051282053
153323,2.2091836734693877
153399,2.2081218274111674
154236,2.207070707070707
154323,2.2060301507537687
154439,2.2110552763819094
154637,2.2160804020100504
156924,2.215
160759,2.218905472636816
160964,2.222772277227723
164459,2.2216748768472905
164520,2.2205882352941178
165792,2.2243902439024392
165988,2.2233009708737863
166228,2.2281553398058254
166316,2.2318840579710146
166629,2.235576923076923
166705,2.2344497607655502
166715,2.238095238095238
167025,2.242857142857143
167140,2.241706161137441
167826,2.2452830188679247
167934,2.248826291079812
167989,2.2523364485981308
168316,2.255813953488372
169012,2.2546296296296298
169591,2.259259259259259
169920,2.263888888888889
170078,2.2672811059907834
170237,2.2660550458715596
171250,2.269406392694064
171515,2.268181818181818
171691,2.266968325791855
171817,2.27027027027027
172099,2.273542600896861
172169,2.2767857142857144
172737,2.28
180864,2.2787610619469025
182499,2.2831858407079646
186803,2.2819383259911894
186820,2.280701754385965
186833,2.2838427947598254
186900,2.2869565217391306
186990,2.29004329004329
186995,2.288793103448276
187934,2.293103448275862
188011,2.291845493562232
188699,2.2905982905982905
195037,2.293617021276596
195666,2.2966101694915255
195974,2.2953586497890295
196398,2.2941176470588234
198291,2.2983193277310923
199187,2.301255230125523
199300,2.305439330543933
199493,2.3041666666666667
199915,2.308333333333333
201791,2.3070539419087135
202300,2.3057851239669422
202425,2.3045267489711936
203284,2.307377049180328
203356,2.3102040816326532
204180,2.3142857142857145
204195,2.3183673469387753
204217,2.321138211382114
204579,2.3198380566801617
204603,2.318548387096774
205069,2.317269076305221
205578,2.316
205608,2.314741035856574
205960,2.318725099601594
206496,2.3174603174603177
207349,2.3201581027667983
208747,2.324110671936759
209996,2.322834645669291
211169,2.3215686274509806
212738,2.3254901960784315
213721,2.32421875
213975,2.3268482490272375
214520,2.3255813953488373
214864,2.3294573643410854
216255,2.324324324324324
217971,2.326923076923077
218059,2.3256704980842913
222402,2.3244274809160306
222583,2.32319391634981
222730,2.326996197718631
222885,2.3307984790874525
223298,2.3295454545454546
224665,2.328301886792453
225378,2.327067669172932
225383,2.3258426966292136
225474,2.324626865671642
226890,2.3271375464684017
228254,2.3296296296296295
228557,2.3284132841328415
228656,2.3308823529411766
228726,2.32967032967033
230897,2.3284671532846715
237103,2.330909090909091
239002,2.3345454545454545
240416,2.3333333333333335
242916,2.332129963898917
243638,2.3309352517985613
243706,2.3333333333333335
243829,2.335714285714286
243992,2.3380782918149468
244902,2.3368794326241136
245241,2.335689045936396
247270,2.334507042253521
247400,2.3333333333333335
249306,2.335664335664336
249642,2.339160839160839
251043,2.3426573426573425
251325,2.341463414634146
252085,2.34375
252175,2.3460207612456747
252344,2.3448275862068964
252349,2.343642611683849
254638,2.3424657534246576
254644,2.345890410958904
254770,2.3493150684931505
254857,2.3527397260273974
254877,2.3515358361774745
256726,2.3503401360544216
258046,2.352542372881356
258112,2.35472972972973
258787,2.356902356902357
259268,2.3557046979865772
260415,2.3545150501672243
265000,2.3566666666666665
265066,2.36
268428,2.3633333333333333
272665,2.3666666666666667
279964,2.3687707641196014
280078,2.370860927152318
280183,2.3696369636963697
280800,2.3717105263157894
281429,2.3704918032786884
285720,2.372549019607843
286270,2.3758169934640523
287302,2.3745928338762217
289458,2.3778501628664497
289472,2.3766233766233764
290332,2.3754045307443366
290415,2.3774193548387097
292050,2.3806451612903228
292459,2.382636655948553
295702,2.3846153846153846
295770,2.3833865814696487
295790,2.3821656050955413
298755,2.384126984126984
300262,2.382911392405063
303274,2.3817034700315456
306276,2.380503144654088
306367,2.3793103448275863
306912,2.378125
308231,2.38125
310573,2.383177570093458
310655,2.388198757763975
310803,2.386996904024768
312406,2.388888888888889
313005,2.390769230769231
314099,2.393846153846154
314326,2.392638036809816
317106,2.3944954128440368
317830,2.397553516819572
319028,2.3963414634146343
319262,2.399390243902439
319967,2.4012158054711246
322640,2.403030303030303
323746,2.404833836858006
325882,2.4036144578313254
327401,2.4054054054054053
329283,2.4084084084084085
336780,2.407185628742515
337818,2.410179640718563
338358,2.408955223880597
339123,2.4077380952380953
342694,2.406528189910979
343116,2.405325443786982
343433,2.408284023668639
343631,2.411242603550296
345480,2.4129793510324484
349065,2.414705882352941
349306,2.4164222873900294
350189,2.41812865497076
350503,2.4210526315789473
350717,2.422740524781341
350739,2.4244186046511627
350761,2.4260869565217393
355397,2.4277456647398843
356978,2.4265129682997117
357212,2.4293948126801155
359751,2.42816091954023
362118,2.4297994269340975
362333,2.4285714285714284
363306,2.4301994301994303
363815,2.428977272727273
366906,2.4318181818181817
369007,2.4334277620396603
369121,2.4350282485875705
370481,2.4338028169014083
370774,2.432584269662921
371828,2.4313725490196076
377714,2.430167597765363
377801,2.4317548746518107
381424,2.433333333333333
383820,2.4321329639889195
385406,2.4337016574585637
389317,2.435261707988981
389348,2.43801652892562
390643,2.4395604395604398
393711,2.4423076923076925
395977,2.4438356164383563
396066,2.4453551912568305
399163,2.446866485013624
400450,2.448369565217391
400738,2.4471544715447155
403318,2.4486486486486485
404400,2.4513513513513514
406646,2.454054054054054
408978,2.452830188679245
410953,2.4555256064690028
411206,2.454301075268817
411224,2.453083109919571
414667,2.4518716577540105
414851,2.4545454545454546
415554,2.453333333333333
415695,2.4547872340425534
415804,2.4574468085106385
415871,2.4588859416445623
419017,2.4615384615384617
419982,2.4603174603174605
422564,2.462962962962963
424100,2.461741424802111
428138,2.460526315789474
433347,2.461942257217848
438998,2.4607329842931938
442313,2.4633507853403143
443662,2.462140992167102
446664,2.4635416666666665
451604,2.4661458333333335
451619,2.46875
457482,2.4727272727272727
457923,2.471502590673575
459317,2.4702842377260983
471442,2.4690721649484537
471706,2.4704370179948585
477349,2.4692307692307693
480988,2.4680306905370846
484278,2.4668367346938775
484292,2.4656488549618323
484497,2.467005076142132
484584,2.4683544303797467
486230,2.4696969696969697
486249,2.468513853904282
488105,2.469849246231156
488176,2.472361809045226
488197,2.4711779448621556
489098,2.4725
489332,2.4738154613466334
489393,2.4751243781094527
489830,2.4739454094292803
491258,2.4752475247524752
493427,2.477722772277228
494429,2.4790123456790125
496213,2.477832512315271
500045,2.479115479115479
500758,2.480392156862745
500976,2.4792176039119806
502263,2.4804878048780488
502746,2.4829268292682927
502988,2.4853658536585366
503385,2.4841849148418493
504137,2.4854368932038833
504443,2.486682808716707
504465,2.4879227053140096
511296,2.4903381642512077
513461,2.4891566265060243
513475,2.487980769230769
514384,2.4892086330935252
514453,2.4904306220095696
516726,2.492822966507177
519009,2.4952153110047846
528176,2.496420047732697
528244,2.4976190476190476
529167,2.498812351543943
537538,2.4976303317535544
547834,2.49645390070922
554570,2.4952830188679247
557036,2.4976415094339623
557445,2.5
557491,2.501176470588235
558140,2.5
560395,2.5011709601873537
560482,2.503512880562061
560926,2.5046728971962615
561136,2.5070093457943927
561221,2.5093457943925235
565977,2.5104895104895104
584750,2.5093023255813955
584812,2.5104408352668215
585061,2.509259259259259
588313,2.510392609699769
593784,2.511520737327189
599051,2.510344827586207
601284,2.5126436781609196
602710,2.514942528735632
604233,2.5160550458715596
612324,2.51487414187643
612545,2.5136986301369864
615567,2.5148063781321186
625262,2.5136363636363637
626321,2.512471655328798
632400,2.513574660633484
634339,2.514672686230248
634405,2.515765765765766
643536,2.518018018018018
649953,2.5168539325842696
650287,2.515695067264574
650713,2.5145413870246087
650723,2.513392857142857
651997,2.515625
653101,2.517857142857143
653875,2.5189309576837418
654503,2.52
654950,2.522222222222222
655032,2.5232815964523283
655676,2.52549889135255
661004,2.5277161862527717
662227,2.5309734513274336
662579,2.5331858407079646
665349,2.534216335540839
672968,2.5364238410596025
677712,2.5352422907488985
677839,2.537444933920705
683172,2.539647577092511
683235,2.5406593406593405
690171,2.5416666666666665
691797,2.5426695842450764
691864,2.5436681222707422
694100,2.5458515283842793
694585,2.5480349344978164
699120,2.549019607843137
700194,2.55119825708061
702271,2.553376906318083
706953,2.5543478260869565
712313,2.5565217391304347
714198,2.5574837310195226
714714,2.5562770562770565
735286,2.5550755939524836
742287,2.5560344827586206
745774,2.556989247311828
766040,2.555793991416309
767246,2.5579399141630903
767617,2.5610278372591004
767653,2.5619658119658117
767668,2.5628997867803838
774368,2.5617021276595744
774458,2.5605095541401273
775001,2.5614406779661016
785644,2.5602536997885834
786661,2.5623678646934462
787236,2.5632911392405062
788721,2.5654008438818567
790922,2.566315789473684
794808,2.568421052631579
795094,2.569327731092437
803302,2.5681341719077566
804181,2.570230607966457
812253,2.571129707112971
813666,2.5720250521920667
818974,2.5741127348643005
820090,2.5729166666666665
822102,2.5738045738045736
823848,2.574688796680498
826830,2.5755693581780537
828076,2.574380165289256
829787,2.5764462809917354
830361,2.5785123966942147
835103,2.5793814432989692
841370,2.5814432989690723
844816,2.580246913580247
846595,2.5811088295687883
848448,2.5799180327868854
863082,2.5787321063394684
863651,2.5795918367346937
869321,2.580448065173116
878404,2.5792682926829267
882125,2.5801217038539552
883480,2.580971659919028
889532,2.5797979797979798
899894,2.581818181818182
900616,2.5826612903225805
903978,2.5846774193548385
915369,2.5875251509054324
915540,2.5883534136546187
917581,2.5891783567134268
919210,2.59
919248,2.592
919402,2.592814371257485
919692,2.593625498007968
919966,2.592445328031809
921069,2.5912698412698414
921571,2.59009900990099
922046,2.590909090909091
926781,2.591715976331361
931166,2.594488188976378
931383,2.593320235756385
931493,2.592156862745098
931975,2.592954990215264
934657,2.591796875
935062,2.590643274853801
936621,2.5925925925925926
943777,2.594541910331384
946248,2.593385214007782
946724,2.5941747572815532
949390,2.5949612403100777
952129,2.595744680851064
953652,2.5965250965250966
953994,2.597302504816956
956510,2.5961538461538463
958402,2.595009596928983
968393,2.5938697318007664
970435,2.5946462715105163
972656,2.595419847328244
972735,2.598095238095238
973389,2.6
979601,2.598859315589354
982052,2.5996204933586338
982112,2.600378787878788
991811,2.6030245746691874
991938,2.6037735849056602
995032,2.6056603773584905
996474,2.6045197740112993
999150,2.6064030131826743
999165,2.608286252354049
1012565,2.6109022556390977
1015772,2.6116322701688555
1015946,2.6123595505617976
1016041,2.6130841121495325
1016368,2.6138059701492535
1016428,2.616387337057728
1016609,2.617100371747212
1020597,2.6178107606679037
1020636,2.6185185185185187
1021004,2.6192236598890943
1022899,2.6180811808118083
1027710,2.6187845303867405
1027725,2.619485294117647
1029299,2.6213235294117645
1030690,2.6231617647058822
1034548,2.622018348623853
1054978,2.6227106227106227
1054998,2.6215722120658134
1057329,2.622262773722628
1057551,2.624087591240876
1079008,2.6247723132969036
1089868,2.626593806921676
1104605,2.6272727272727274
1110801,2.629090909090909
1111045,2.6279491833030852
1125251,2.630434782608696
1125392,2.632911392405063
1126021,2.6335740072202167
1126272,2.6342342342342344
1126874,2.636036036036036
1128377,2.637837837837838
1130273,2.6366906474820144
1134413,2.637342908438061
1142878,2.6362007168458783
1149246,2.6350626118067977
1152412,2.636851520572451
1159273,2.6375
1163619,2.6392857142857142
1165017,2.6381461675579323
1173591,2.6370106761565837
1181028,2.6376554174067497
1215065,2.6382978723404253
1238745,2.638938053097345
1244818,2.639575971731449
1244835,2.64021164021164
1250780,2.6390845070422535
1253389,2.6397188049209137
1274411,2.641476274165202
1279952,2.6432337434094904
1279994,2.643859649122807
1280014,2.6427320490367774
1284776,2.6416083916083917
1284897,2.6404886561954624
1304517,2.6411149825783973
1304558,2.642857142857143
1304616,2.6445993031358883
1314780,2.6463414634146343
1315679,2.64808362369338
1321973,2.6498257839721253
1326158,2.6515679442508713
1326263,2.653310104529617
1328864,2.6550522648083623
1333374,2.6539130434782607
1342435,2.654513888888889
1342518,2.65625
1342612,2.658578856152513
1347713,2.6591695501730106
1384372,2.6614853195164074
1404469,2.6620689655172414
1416980,2.6626506024096384
1417074,2.6649484536082473
1417388,2.665523156089194
1417466,2.664383561643836
1417563,2.663247863247863
1419475,2.6655290102389078
1420415,2.667235494880546
1420437,2.6660988074957412
1421257,2.6649659863945576
1437632,2.66553480475382
1441307,2.664406779661017
1456829,2.66497461928934
1457300,2.6655405405405403
1470351,2.6677908937605395
1471376,2.6683501683501682
1474208,2.67003367003367
1475236,2.6717171717171717
1482875,2.6739495798319326
1483214,2.67563025210084
1486175,2.6773109243697477
1489104,2.6795302013422817
1496331,2.680067001675042
1497156,2.681742043551089
1497389,2.682274247491639
1511763,2.682804674457429
1516860,2.684474123539232
1524116,2.6866666666666665
1536905,2.6888519134775373
1536937,2.6893687707641196
1538993,2.691029900332226
1539365,2.6898839137645107
1540977,2.6887417218543046
1546685,2.6892561983471075
1548925,2.6881188118811883
1555801,2.68976897689769
1570994,2.6902800658978583
1571963,2.6907894736842106
1572101,2.691297208538588
1582014,2.6929392446633824
1585300,2.6945812807881775
1585823,2.6950819672131145
1586227,2.6939443535188214
1586296,2.69281045751634
1586314,2.693311582381729
1586488,2.695439739413681
1586748,2.6970684039087947
1589845,2.698697068403909
1593664,2.700813008130081
1601497,2.7012987012987013
1604620,2.701782820097245
1605618,2.7006472491909386
1610087,2.702746365105008
1610137,2.703225806451613
1613201,2.7020933977455717
1614575,2.7041800643086815
1617476,2.706260032102729
1618118,2.7083333333333335
1618268,2.7099358974358974
1651056,2.7115384615384617
1670302,2.712
1673387,2.7136
1673518,2.7156549520766773
1676787,2.716108452950558
1677576,2.71656050955414
1691796,2.718152866242038
1692355,2.7170111287758347
1694720,2.7174603174603176
1695425,2.716323296354992
1710332,2.717908082408875
1728934,2.7183544303797467
1759370,2.7199367088607596
1765443,2.720379146919431
1775766,2.721958925750395
1775780,2.720820189274448
1776588,2.722397476340694
1776951,2.72397476340694
1777391,2.725552050473186
1810553,2.7244094488188977
1829846,2.725984251968504
1829912,2.7275590551181104
1831433,2.7279874213836477
1834785,2.728414442700157
1839723,2.7288401253918497
1839744,2.729264475743349
1854937,2.730829420970266
1857911,2.7328125
1858651,2.733229329173167
1871633,2.734789391575663
1871700,2.735202492211838
1871721,2.734059097978227
1903095,2.734472049689441
1911770,2.7364341085271318
1915978,2.737984496124031
1918676,2.736842105263158
1919317,2.738390092879257
1920054,2.7387944358578054
1920895,2.7391975308641974
1929042,2.7380585516178737
1931376,2.7395993836671804
1943392,2.7415384615384615
1945463,2.743076923076923
1945503,2.7434715821812596
1946551,2.7438650306748467
1949010,2.7442572741194486
1954873,2.7457886676875956
1960962,2.7446483180428136
1970330,2.746177370030581
1971931,2.7477064220183487
1973345,2.7496183206106872
1973589,2.75
1986943,2.7519025875190257
1986993,2.7537993920972643
1987211,2.754172989377845
1989709,2.753030303030303
1996070,2.7518910741301057
2006742,2.7534039334341904
2012824,2.7537764350453173
2015625,2.755656108597285
2026035,2.7571644042232277
2030021,2.7586726998491704
2032505,2.7590361445783134
2033320,2.7609022556390976
2040448,2.762406015037594
2041744,2.7639097744360903
2047896,2.7654135338345864
2050521,2.7672672672672673
2052746,2.767616191904048
2078765,2.769461077844311
2078771,2.7698056801195814
2080314,2.7713004484304933
2081048,2.773134328358209
2092932,2.774626865671642
2123202,2.774962742175857
2129260,2.77645305514158
2157103,2.7779433681073025
2158445,2.7782738095238093
2158569,2.7800891530460623
2167788,2.7804154302670625
2168130,2.779259259259259
2169013,2.780740740740741
2169117,2.7810650887573964
2169323,2.781388478581979
2172581,2.7831858407079646
2172637,2.784660766961652
2174744,2.7849779086892488
2175262,2.786764705882353
2196593,2.788235294117647
2201479,2.790014684287812
2205766,2.7917888563049855
2209860,2.7920937042459735
2231316,2.793859649122807
2231547,2.7953216374269005
2244537,2.796783625730994
2244600,2.797080291970803
2245165,2.7973760932944605
2247249,2.7988338192419824
2247270,2.7976710334788937
2252118,2.7991266375545854
2268634,2.79796511627907
2272905,2.7968069666182873
2288451,2.798550724637681
2294537,2.7988422575976846
2297035,2.800289435600579
2304419,2.8017366136034734
2305696,2.802023121387283
2313340,2.8008658008658007
2317129,2.8011527377521612
2348024,2.8
2353168,2.8017241379310347
2353428,2.8020086083213775
2354382,2.8022922636103154
2358578,2.8025751072961373
2368496,2.802857142857143
2375045,2.8042857142857143
2392753,2.803138373751783
2392815,2.8034188034188032
2421993,2.802275960170697
2422717,2.8025568181818183
2428887,2.802836879432624
2447195,2.804255319148936
2447671,2.805673758865248
2450329,2.8059490084985836
2450598,2.8062234794908063
2452754,2.806497175141243
2472339,2.8079096045197742
2475090,2.8081805359661494
2483988,2.8095909732016926
2490648,2.808450704225352
2526473,2.8087201125175807
2528299,2.810126582278481
2528805,2.811797752808989
2528906,2.813202247191011
2528978,2.814866760168303
2528985,2.816526610644258
2529322,2.8167832167832167
2557661,2.815642458100559
2574321,2.8170391061452515
2574501,2.818688981868898
2582774,2.8200836820083683
2591356,2.82033426183844
2594381,2.8217270194986073
2611439,2.821974965229485
2622618,2.8222222222222224
2626713,2.82246879334258
2638814,2.8213296398891967
2647193,2.8215767634854774
2651525,2.822959889349931
2665875,2.8232044198895028
2667704,2.824585635359116
2667870,2.826206896551724
2691045,2.827823691460055
2717551,2.829436038514443
2725510,2.830811554332875
2732286,2.831043956043956
2762739,2.8324175824175826
2767209,2.831275720164609
2774382,2.832647462277092
2794115,2.8340192043895747
2809913,2.8328767123287673
2813852,2.8344733242134064
2813963,2.8360655737704916
2814442,2.8362892223738063
2814878,2.8376534788540244
2821211,2.837874659400545
2833169,2.8380952380952382
2833803,2.839673913043478
2834041,2.8398914518317504
2835644,2.8401084010840107
2863470,2.8403247631935047
2867045,2.8405405405405406
2873310,2.841891891891892
2892626,2.8434547908232117
2895317,2.844804318488529
2895854,2.8463611859838274
2907784,2.8479138627187077
2926099,2.8492597577388965
2997741,2.850806451612903
2998804,2.8521505376344085
3013537,2.853494623655914
3016093,2.8523489932885906
3016434,2.8536912751677854
3016528,2.8538873994638068
3016830,2.8552278820375334
3036414,2.854082998661312
3036777,2.855421686746988
3053812,2.856760374832664
3056694,2.856951871657754
3058090,2.858288770053476
3058105,2.8584779706275034
3063694,2.8598130841121496
3072673,2.861148197596796
3079737,2.86
3079927,2.858854860186418
3086869,2.860186418109188
3090362,2.860372340425532
3092243,2.8617021276595747
3092328,2.863031914893617
3095027,2.8643617021276597
3095080,2.8656914893617023
3106557,2.865869853917663
3143312,2.86737400530504
3143389,2.8688741721854303
3149884,2.8701986754966886
3150248,2.869047619047619
3156718,2.870541611624835
3158621,2.870712401055409
3159174,2.8722002635046113
3178950,2.8735177865612647
3208847,2.873684210526316
3227067,2.873850197109067
3236776,2.8753280839895012
3270937,2.875491480996068
3286860,2.8769633507853403
3306424,2.8758169934640523
3311567,2.8746736292428197
3337866,2.8759791122715406
3337881,2.877284595300261
3365491,2.877444589308996
3366567,2.87890625
3367046,2.8802083333333335
3372180,2.8815104166666665
3373132,2.88296488946684
3375402,2.8844155844155845
3377958,2.8857142857142857
3378041,2.887012987012987
3396120,2.88715953307393
3412989,2.888456549935149
3486682,2.88860103626943
3487015,2.888745148771022
